latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.100006,3.699997,13.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),is_day ()
2023-02-15T14:00,11.5,0.00,29,11.8,211,22.7,1
2023-02-15T15:00,11.3,0.00,30,10.3,205,18.0,1
2023-02-15T16:00,10.5,0.00,31,10.6,198,18.0,1
2023-02-15T17:00,9.1,0.00,34,12.1,197,21.2,1
2023-02-15T18:00,8.1,0.00,21,13.3,199,24.5,0
2023-02-15T19:00,7.3,0.00,5,13.6,202,23.8,0
2023-02-15T20:00,6.6,0.00,1,13.8,208,24.1,0
2023-02-15T21:00,6.0,0.00,0,13.9,211,24.1,0
2023-02-15T22:00,5.5,0.00,0,14.5,210,24.1,0
2023-02-15T23:00,5.2,0.00,0,14.0,206,24.1,0
2023-02-16T00:00,4.9,0.00,12,13.7,207,23.8,0
2023-02-16T01:00,4.6,0.00,13,13.0,208,23.8,0
2023-02-16T02:00,4.4,0.00,4,12.7,205,23.4,0
2023-02-16T03:00,4.4,0.00,11,12.8,202,23.4,0
2023-02-16T04:00,4.8,0.00,48,12.9,203,24.1,0
2023-02-16T05:00,5.3,0.00,86,13.6,202,25.2,0
2023-02-16T06:00,5.5,0.00,93,13.0,204,24.8,0
2023-02-16T07:00,5.7,0.10,98,13.0,204,24.1,1
2023-02-16T08:00,6.0,0.10,54,13.7,203,25.6,1
2023-02-16T09:00,7.0,0.10,48,14.9,200,27.4,1
2023-02-16T10:00,7.7,0.10,54,14.5,199,28.1,1
2023-02-16T11:00,8.3,0.10,73,16.5,200,29.5,1
2023-02-16T12:00,8.6,0.00,100,17.6,203,29.5,1
2023-02-16T13:00,8.9,0.00,100,17.9,205,31.3,1
2023-02-16T14:00,9.1,0.00,100,17.4,204,36.4,1
2023-02-16T15:00,9.2,0.10,100,18.9,211,36.7,1
2023-02-16T16:00,9.2,0.10,100,18.7,218,38.5,1
2023-02-16T17:00,9.2,0.10,100,19.4,220,39.6,1
2023-02-16T18:00,9.4,0.00,100,19.9,224,39.6,0
2023-02-16T19:00,10.0,0.00,100,20.4,224,37.8,0
2023-02-16T20:00,10.1,0.00,100,20.6,226,37.8,0
2023-02-16T21:00,10.2,0.10,100,20.7,229,38.2,0
2023-02-16T22:00,10.2,0.00,100,21.8,236,39.6,0
2023-02-16T23:00,10.0,0.00,100,21.6,240,39.2,0
2023-02-17T00:00,9.8,0.00,100,20.6,237,38.9,0
2023-02-17T01:00,9.6,0.00,100,20.6,234,39.2,0
2023-02-17T02:00,9.4,0.00,100,21.1,237,39.2,0
2023-02-17T03:00,9.3,0.00,100,21.3,236,38.5,0
2023-02-17T04:00,9.6,0.00,100,21.4,234,38.9,0
2023-02-17T05:00,9.9,0.00,100,22.2,238,40.0,0
2023-02-17T06:00,10.2,0.00,100,23.3,238,42.1,0
2023-02-17T07:00,10.1,0.00,100,24.7,236,46.1,1
2023-02-17T08:00,10.2,0.00,100,25.6,235,48.2,1
2023-02-17T09:00,10.6,0.00,100,26.5,236,45.4,1
2023-02-17T10:00,11.0,0.00,100,28.7,245,57.6,1
2023-02-17T11:00,11.2,0.00,100,29.7,247,59.4,1
2023-02-17T12:00,11.0,0.00,100,29.4,247,59.8,1
2023-02-17T13:00,10.9,0.00,100,29.4,251,58.7,1
2023-02-17T14:00,11.0,0.00,100,26.2,249,50.0,1
2023-02-17T15:00,11.0,0.00,100,26.9,247,52.6,1
2023-02-17T16:00,11.0,0.00,100,24.5,250,46.4,1
2023-02-17T17:00,10.8,0.00,100,23.6,254,42.8,1
2023-02-17T18:00,10.5,0.00,100,22.0,255,40.7,0
2023-02-17T19:00,10.3,0.00,100,21.1,253,38.9,0
2023-02-17T20:00,10.2,0.00,100,19.7,252,36.0,0
2023-02-17T21:00,10.2,0.00,100,17.8,249,33.1,0
2023-02-17T22:00,10.0,0.00,100,16.3,242,31.3,0
2023-02-17T23:00,9.9,0.00,100,17.0,238,32.4,0
2023-02-18T00:00,10.0,0.00,100,17.6,235,33.5,0
2023-02-18T01:00,10.0,0.10,100,18.7,230,36.0,0
2023-02-18T02:00,10.0,0.00,100,20.5,231,40.0,0
2023-02-18T03:00,10.0,0.00,100,23.3,235,45.0,0
2023-02-18T04:00,10.0,0.00,100,25.2,236,47.5,0
2023-02-18T05:00,9.9,0.00,100,25.8,237,48.6,0
2023-02-18T06:00,9.8,0.00,100,26.9,240,50.4,0
2023-02-18T07:00,9.7,0.00,85,27.2,244,51.1,1
2023-02-18T08:00,9.4,0.00,78,27.1,247,50.4,1
2023-02-18T09:00,9.8,0.00,100,33.8,251,58.7,1
2023-02-18T10:00,10.0,0.00,100,25.6,246,58.7,1
2023-02-18T11:00,10.4,0.00,100,25.4,245,58.3,1
2023-02-18T12:00,10.8,0.00,100,25.8,247,56.9,1
2023-02-18T13:00,10.9,0.00,100,27.0,249,53.3,1
2023-02-18T14:00,11.0,0.10,91,23.1,247,52.2,1
2023-02-18T15:00,11.0,0.10,93,23.9,249,46.1,1
2023-02-18T16:00,10.8,0.00,100,21.3,246,39.6,1
2023-02-18T17:00,10.6,0.00,100,21.1,245,38.5,1
2023-02-18T18:00,10.4,0.00,100,21.7,243,38.9,0
2023-02-18T19:00,10.0,0.00,100,22.2,243,41.8,0
2023-02-18T20:00,10.0,0.00,100,22.4,242,41.4,0
2023-02-18T21:00,10.0,0.00,100,22.4,246,42.1,0
2023-02-18T22:00,10.1,0.00,100,21.7,251,42.5,0
2023-02-18T23:00,10.2,0.00,99,22.6,256,43.9,0
2023-02-19T00:00,10.2,0.00,92,21.0,257,40.7,0
2023-02-19T01:00,10.1,0.00,95,21.4,262,41.0,0
2023-02-19T02:00,10.0,0.00,90,21.3,267,40.0,0
2023-02-19T03:00,9.7,0.10,100,21.6,273,39.6,0
2023-02-19T04:00,9.5,0.10,97,21.0,275,40.0,0
2023-02-19T05:00,9.3,0.00,100,19.5,273,37.4,0
2023-02-19T06:00,9.3,0.00,100,19.8,273,36.0,0
2023-02-19T07:00,9.0,0.10,100,20.0,278,37.1,1
2023-02-19T08:00,9.1,0.10,100,17.9,279,33.8,1
2023-02-19T09:00,9.5,0.10,100,16.5,281,31.3,1
2023-02-19T10:00,9.7,0.00,91,18.4,287,34.9,1
2023-02-19T11:00,10.1,0.20,91,19.3,297,42.1,1
2023-02-19T12:00,10.1,0.10,90,18.5,299,41.0,1
2023-02-19T13:00,10.2,0.00,100,18.7,300,34.9,1
2023-02-19T14:00,10.0,0.00,100,17.3,306,33.5,1
2023-02-19T15:00,9.5,0.00,100,14.5,300,29.5,1
2023-02-19T16:00,9.0,0.00,88,13.7,300,24.1,1
2023-02-19T17:00,8.5,0.00,80,9.8,294,19.1,1
2023-02-19T18:00,7.8,0.00,83,7.4,256,15.8,0
2023-02-19T19:00,7.2,0.00,50,7.8,236,13.3,0
2023-02-19T20:00,6.7,0.00,37,8.9,220,15.5,0
2023-02-19T21:00,6.4,0.00,9,12.0,219,21.2,0
2023-02-19T22:00,6.1,0.00,1,15.5,224,25.2,0
2023-02-19T23:00,5.8,0.00,4,16.3,225,28.1,0
2023-02-20T00:00,5.7,0.00,4,16.3,225,30.2,0
2023-02-20T01:00,5.5,0.00,4,17.1,224,32.8,0
2023-02-20T02:00,5.8,0.00,44,18.1,227,34.6,0
2023-02-20T03:00,6.5,0.00,90,18.2,231,36.7,0
2023-02-20T04:00,6.9,0.00,92,18.6,234,37.8,0
2023-02-20T05:00,7.0,0.00,97,19.4,239,37.8,0
2023-02-20T06:00,7.1,0.00,60,19.0,243,37.4,0
2023-02-20T07:00,7.1,0.00,70,19.2,244,36.0,1
2023-02-20T08:00,7.2,0.00,94,19.2,244,36.4,1
2023-02-20T09:00,7.8,0.00,91,23.4,245,43.9,1
2023-02-20T10:00,8.4,0.00,90,21.4,245,44.3,1
2023-02-20T11:00,9.1,0.00,90,20.6,245,44.3,1
2023-02-20T12:00,9.6,0.00,90,20.3,245,42.5,1
2023-02-20T13:00,10.3,0.00,90,20.8,244,41.8,1
2023-02-20T14:00,10.5,0.00,90,20.9,243,41.0,1
2023-02-20T15:00,10.3,0.00,90,20.1,243,38.9,1
2023-02-20T16:00,10.0,0.00,86,19.3,243,34.6,1
2023-02-20T17:00,9.3,0.00,73,15.8,240,29.9,1
2023-02-20T18:00,8.6,0.00,76,15.8,240,29.2,0
2023-02-20T19:00,7.9,0.00,85,16.3,239,29.5,0
2023-02-20T20:00,7.8,0.00,87,15.5,239,28.1,0
2023-02-20T21:00,7.7,0.00,86,13.8,242,24.8,0
2023-02-20T22:00,7.5,0.00,90,11.5,238,22.3,0
2023-02-20T23:00,7.4,0.00,90,11.7,236,22.0,0
2023-02-21T00:00,7.3,0.00,92,12.1,233,22.0,0
2023-02-21T01:00,7.3,0.00,91,11.5,231,22.3,0
2023-02-21T02:00,7.2,0.00,91,10.5,229,21.2,0
2023-02-21T03:00,7.3,0.00,91,9.4,230,19.4,0
2023-02-21T04:00,7.3,0.00,94,9.7,228,17.6,0
2023-02-21T05:00,7.3,0.00,100,9.4,223,16.6,0
2023-02-21T06:00,7.2,0.00,100,8.8,215,15.5,0
2023-02-21T07:00,6.7,0.10,100,9.2,206,16.2,1
2023-02-21T08:00,7.1,0.00,100,10.7,213,19.8,1
2023-02-21T09:00,7.5,0.00,100,9.4,220,19.4,1
2023-02-21T10:00,7.8,0.00,100,8.9,230,20.9,1
2023-02-21T11:00,8.5,0.00,100,9.2,228,22.7,1
2023-02-21T12:00,9.0,0.00,100,9.0,233,20.9,1
2023-02-21T13:00,9.5,0.00,95,8.0,234,17.6,1
2023-02-21T14:00,9.9,0.00,90,6.1,230,14.8,1
2023-02-21T15:00,9.9,0.00,88,4.7,212,10.8,1
2023-02-21T16:00,9.9,0.00,85,3.6,186,7.2,1
2023-02-21T17:00,9.3,0.00,40,3.0,104,8.3,1
2023-02-21T18:00,7.9,0.00,32,5.9,101,10.8,0
2023-02-21T19:00,6.5,0.00,34,6.7,106,11.2,0
2023-02-21T20:00,6.1,0.00,31,7.3,110,11.5,0
2023-02-21T21:00,5.6,0.00,29,7.2,117,11.9,0
2023-02-21T22:00,5.0,0.00,28,7.8,124,12.2,0
2023-02-21T23:00,4.6,0.00,28,6.6,139,12.2,0
2023-02-22T00:00,4.2,0.00,28,6.4,137,12.2,0
2023-02-22T01:00,4.0,0.00,31,7.9,133,11.2,0
2023-02-22T02:00,3.7,0.00,35,8.4,140,10.1,0
2023-02-22T03:00,3.6,0.00,40,7.9,156,11.2,0
2023-02-22T04:00,3.5,0.00,36,8.8,171,11.5,0
2023-02-22T05:00,3.8,0.00,45,8.3,175,12.2,0
2023-02-22T06:00,3.9,0.00,79,9.0,164,13.0,0
2023-02-22T07:00,4.4,0.00,71,10.1,176,17.6,1
2023-02-22T08:00,5.3,0.00,46,11.9,205,21.6,1
2023-02-22T09:00,6.8,0.00,46,11.0,203,21.2,1
2023-02-22T10:00,8.4,0.00,59,12.1,217,23.4,1
2023-02-22T11:00,9.7,0.00,100,13.6,233,24.1,1
2023-02-22T12:00,10.6,0.00,100,12.6,233,26.6,1
2023-02-22T13:00,11.2,0.00,100,13.4,234,26.3,1
2023-02-22T14:00,11.6,0.00,100,14.2,240,27.0,1
2023-02-22T15:00,11.3,0.00,100,13.2,244,27.0,1
2023-02-22T16:00,10.5,0.00,100,9.6,257,21.6,1
2023-02-22T17:00,9.6,0.00,100,7.2,276,18.0,1
2023-02-22T18:00,8.8,0.00,100,6.5,289,15.5,0
2023-02-22T19:00,7.9,0.20,100,5.4,290,9.4,0
2023-02-22T20:00,7.6,0.30,100,3.3,283,7.2,0
2023-02-22T21:00,7.2,0.30,100,3.8,253,6.8,0
2023-02-22T22:00,7.1,0.30,100,4.1,308,3.6,0
2023-02-22T23:00,6.9,0.10,99,4.0,333,4.0,0
2023-02-23T00:00,6.9,0.00,100,3.8,311,4.3,0
2023-02-23T01:00,6.9,0.00,100,3.9,292,4.7,0
2023-02-23T02:00,7.0,0.00,100,3.7,299,5.4,0
2023-02-23T03:00,6.9,0.00,100,3.9,304,4.7,0
2023-02-23T04:00,6.7,0.00,100,4.1,308,5.4,0
2023-02-23T05:00,6.3,0.00,100,4.4,325,5.4,0
2023-02-23T06:00,6.2,0.00,100,4.7,337,4.7,0
2023-02-23T07:00,6.1,0.00,100,3.8,311,4.0,1
2023-02-23T08:00,6.5,0.00,100,3.4,288,7.2,1
2023-02-23T09:00,7.4,0.00,100,4.1,315,9.7,1
2023-02-23T10:00,7.9,0.00,100,7.4,14,14.8,1
2023-02-23T11:00,8.5,0.10,100,8.5,12,18.4,1
2023-02-23T12:00,8.7,0.00,100,9.9,10,20.5,1
2023-02-23T13:00,8.9,0.00,100,10.9,9,24.8,1
2023-02-23T14:00,8.8,0.00,100,10.8,4,25.2,1
2023-02-23T15:00,8.7,0.00,100,10.4,360,25.6,1
2023-02-23T16:00,8.4,0.00,100,9.8,354,20.9,1
2023-02-23T17:00,7.9,0.00,100,10.2,352,18.7,1
2023-02-23T18:00,7.3,0.00,100,11.9,357,22.0,0
2023-02-23T19:00,7.0,0.00,100,13.4,8,25.2,0
2023-02-23T20:00,6.6,0.00,100,13.4,14,25.6,0
2023-02-23T21:00,6.2,0.00,100,12.4,17,23.8,0
2023-02-23T22:00,5.6,0.00,100,10.8,15,19.4,0
2023-02-23T23:00,5.1,0.00,73,9.6,13,17.3,0
2023-02-24T00:00,4.4,0.00,50,8.7,5,14.4,0
2023-02-24T01:00,3.9,0.00,55,7.6,360,11.9,0
2023-02-24T02:00,3.5,0.00,56,6.8,357,10.8,0
2023-02-24T03:00,3.1,0.00,58,5.2,348,9.0,0
2023-02-24T04:00,2.7,0.00,56,5.1,309,8.3,0
2023-02-24T05:00,2.8,0.00,53,6.4,286,9.0,0
2023-02-24T06:00,2.8,0.00,78,5.2,254,10.1,0
2023-02-24T07:00,2.7,0.00,97,8.0,243,14.0,1
2023-02-24T08:00,3.7,0.00,100,10.6,242,19.1,1
2023-02-24T09:00,5.0,0.00,85,11.6,248,24.8,1
2023-02-24T10:00,5.6,0.00,94,13.3,251,31.3,1
2023-02-24T11:00,6.3,0.00,100,15.9,264,36.7,1
2023-02-24T12:00,6.8,0.10,100,18.0,272,39.6,1
2023-02-24T13:00,6.9,0.10,100,19.9,287,38.2,1
2023-02-24T14:00,7.0,0.10,100,18.5,291,35.6,1
2023-02-24T15:00,7.4,0.10,100,18.8,306,34.6,1
2023-02-24T16:00,7.3,0.10,64,17.6,317,34.6,1
2023-02-24T17:00,6.6,0.00,40,18.5,331,33.8,1
2023-02-24T18:00,5.7,0.00,43,16.1,333,29.9,0
2023-02-24T19:00,5.3,0.00,31,14.8,334,27.4,0
2023-02-24T20:00,4.9,0.00,41,14.0,334,26.3,0
2023-02-24T21:00,4.7,0.00,43,13.7,333,24.5,0
2023-02-24T22:00,4.3,0.00,43,13.2,338,23.4,0
2023-02-24T23:00,4.1,0.00,40,12.7,331,23.4,0
2023-02-25T00:00,3.8,0.00,24,12.6,333,23.0,0
2023-02-25T01:00,3.4,0.00,32,12.4,338,22.3,0
2023-02-25T02:00,3.4,0.00,40,11.8,333,22.3,0
2023-02-25T03:00,3.3,0.00,7,10.6,325,19.4,0
2023-02-25T04:00,3.1,0.00,30,10.4,326,17.6,0
2023-02-25T05:00,3.2,0.00,53,11.3,329,19.4,0
2023-02-25T06:00,3.2,0.00,34,12.2,336,20.9,0
2023-02-25T07:00,3.3,0.00,45,11.1,335,19.4,1
2023-02-25T08:00,4.1,0.00,53,12.8,338,22.7,1
2023-02-25T09:00,5.4,0.00,41,13.1,339,25.6,1
2023-02-25T10:00,6.1,0.00,65,17.6,359,43.9,1
2023-02-25T11:00,6.8,0.00,73,19.8,360,42.8,1
2023-02-25T12:00,7.2,0.00,76,18.7,2,41.8,1
2023-02-25T13:00,7.3,0.00,74,18.9,8,40.7,1
2023-02-25T14:00,7.4,0.00,74,20.6,16,43.2,1
2023-02-25T15:00,7.1,0.00,60,19.3,21,40.7,1
2023-02-25T16:00,6.7,0.00,39,18.8,20,36.7,1
2023-02-25T17:00,5.8,0.00,22,18.1,17,34.2,1
2023-02-25T18:00,4.7,0.00,7,17.5,19,32.4,0
2023-02-25T19:00,3.7,0.00,4,17.7,24,32.0,0
2023-02-25T20:00,3.1,0.00,1,16.3,28,29.5,0
2023-02-25T21:00,2.5,0.00,0,13.4,27,24.5,0
2023-02-25T22:00,1.9,0.00,0,11.7,18,21.6,0
2023-02-25T23:00,1.4,0.00,7,12.2,14,20.2,0
2023-02-26T00:00,1.0,0.00,21,11.0,11,19.8,0
2023-02-26T01:00,0.7,0.00,23,10.7,12,19.4,0
2023-02-26T02:00,0.5,0.00,34,12.3,15,20.5,0
2023-02-26T03:00,0.4,0.00,3,13.7,23,23.4,0
2023-02-26T04:00,0.2,0.00,0,16.5,32,24.8,0
2023-02-26T05:00,0.1,0.00,0,17.2,33,28.1,0
2023-02-26T06:00,0.1,0.00,0,16.6,34,29.5,0
2023-02-26T07:00,0.1,0.00,0,17.0,36,31.3,1
2023-02-26T08:00,0.7,0.00,0,18.2,39,34.6,1
2023-02-26T09:00,1.7,0.00,0,19.2,40,37.4,1
2023-02-26T10:00,2.8,0.00,0,19.6,44,42.8,1
2023-02-26T11:00,3.8,0.00,6,21.9,49,46.8,1
2023-02-26T12:00,4.5,0.00,68,28.7,52,48.2,1
2023-02-26T13:00,5.1,0.00,100,27.3,50,55.8,1
2023-02-26T14:00,5.2,0.00,100,26.0,47,52.9,1
2023-02-26T15:00,5.1,0.00,96,23.9,46,50.0,1
2023-02-26T16:00,4.8,0.00,20,19.9,44,40.3,1
2023-02-26T17:00,4.1,0.00,0,15.4,37,32.8,1
2023-02-26T18:00,3.3,0.00,4,13.8,33,29.2,0
2023-02-26T19:00,2.6,0.00,15,14.2,30,25.9,0
2023-02-26T20:00,2.2,0.00,20,16.0,31,28.4,0
2023-02-26T21:00,2.0,0.00,4,17.1,35,31.0,0
2023-02-26T22:00,1.6,0.00,39,16.9,40,30.6,0
2023-02-26T23:00,1.3,0.00,31,16.8,43,28.1,0
2023-02-27T00:00,0.8,0.00,16,15.5,44,25.2,0
2023-02-27T01:00,0.3,0.00,20,14.3,43,23.0,0
2023-02-27T02:00,-0.1,0.00,7,13.0,42,22.3,0
2023-02-27T03:00,-0.5,0.00,0,12.6,37,21.6,0
2023-02-27T04:00,-0.9,0.00,0,12.9,36,21.2,0
2023-02-27T05:00,-1.2,0.00,0,12.3,38,20.9,0
2023-02-27T06:00,-1.4,0.00,0,11.8,40,20.9,0
2023-02-27T07:00,-1.5,0.00,0,12.3,38,21.2,1
2023-02-27T08:00,-0.5,0.00,0,13.3,41,23.8,1
2023-02-27T09:00,1.2,0.00,0,14.5,46,29.2,1
2023-02-27T10:00,2.7,0.00,0,14.3,47,32.0,1
2023-02-27T11:00,3.9,0.00,3,16.4,50,36.7,1
2023-02-27T12:00,4.8,0.00,2,17.1,49,41.0,1
2023-02-27T13:00,5.3,0.00,22,19.5,52,40.3,1
2023-02-27T14:00,5.3,0.00,60,18.9,48,40.0,1
2023-02-27T15:00,5.2,0.00,89,18.8,45,40.7,1
2023-02-27T16:00,4.9,0.00,89,18.6,44,39.2,1
2023-02-27T17:00,4.5,0.00,90,16.3,45,32.0,1
2023-02-27T18:00,3.9,0.00,72,15.5,48,29.9,0
2023-02-27T19:00,3.8,0.00,58,14.9,53,27.4,0
2023-02-27T20:00,3.2,0.00,24,13.0,56,24.5,0
2023-02-27T21:00,2.4,0.00,41,12.1,53,20.9,0
2023-02-27T22:00,1.7,0.00,33,11.2,42,19.1,0
2023-02-27T23:00,0.9,0.00,14,11.0,32,19.1,0
2023-02-28T00:00,0.3,0.00,5,11.8,31,19.1,0
2023-02-28T01:00,-0.2,0.00,11,12.1,37,18.7,0
2023-02-28T02:00,-0.6,0.00,16,11.8,40,17.3,0
2023-02-28T03:00,-0.6,0.00,29,11.2,42,16.2,0
2023-02-28T04:00,-0.5,0.00,66,11.0,41,16.2,0
2023-02-28T05:00,-0.2,0.00,100,10.6,35,16.6,0
2023-02-28T06:00,0.3,0.00,100,10.6,35,17.6,0
2023-02-28T07:00,0.8,0.00,98,10.7,40,18.7,1
2023-02-28T08:00,1.3,0.00,100,10.7,45,19.8,1
2023-02-28T09:00,1.9,0.00,100,10.6,55,22.3,1
2023-02-28T10:00,2.3,0.00,100,11.3,59,23.4,1
2023-02-28T11:00,3.1,0.00,88,11.9,61,29.5,1
2023-02-28T12:00,3.8,0.00,39,15.0,60,31.7,1
2023-02-28T13:00,4.4,0.00,14,17.1,65,33.5,1
2023-02-28T14:00,4.8,0.00,4,18.5,69,33.8,1
2023-02-28T15:00,4.9,0.00,1,18.0,74,33.1,1
2023-02-28T16:00,4.6,0.00,0,15.0,73,29.2,1
2023-02-28T17:00,3.6,0.00,0,10.3,65,20.2,1
2023-02-28T18:00,2.3,0.00,0,9.6,56,16.9,0
2023-02-28T19:00,1.5,0.00,0,10.5,52,17.6,0
2023-02-28T20:00,0.8,0.00,0,10.4,46,17.3,0
2023-02-28T21:00,0.3,0.00,0,10.5,38,17.3,0
2023-02-28T22:00,-0.2,0.00,0,11.1,36,18.0,0
2023-02-28T23:00,-0.5,0.00,0,12.0,33,18.4,0
2023-03-01T00:00,-0.8,0.00,0,11.8,31,18.0,0
2023-03-01T01:00,-1.0,0.00,0,11.5,32,18.0,0
2023-03-01T02:00,-1.3,0.00,0,11.5,32,18.0,0
2023-03-01T03:00,-1.5,0.00,0,11.7,34,18.0,0
2023-03-01T04:00,-1.7,0.00,0,12.1,30,18.4,0
2023-03-01T05:00,-1.9,0.00,0,12.0,33,18.7,0
2023-03-01T06:00,-2.0,0.00,0,11.7,34,18.4,0
2023-03-01T07:00,-2.0,0.00,0,11.6,36,19.8,1
2023-03-01T08:00,-0.8,0.00,0,12.8,40,23.4,1
2023-03-01T09:00,1.1,0.00,0,13.2,45,27.4,1
2023-03-01T10:00,2.7,0.00,0,14.3,43,31.0,1
2023-03-01T11:00,3.7,0.00,0,16.1,42,33.8,1
2023-03-01T12:00,4.6,0.00,0,16.6,42,33.5,1
2023-03-01T13:00,5.3,0.00,0,16.8,42,33.1,1
2023-03-01T14:00,5.7,0.00,0,17.6,43,34.6,1
2023-03-01T15:00,5.7,0.00,0,17.3,45,34.9,1
2023-03-01T16:00,5.3,0.00,0,15.0,46,30.6,1
2023-03-01T17:00,4.2,0.00,0,12.8,50,25.2,1
2023-03-01T18:00,2.8,0.00,0,12.6,53,23.8,0
2023-03-01T19:00,2.3,0.00,0,12.3,52,22.3,0
2023-03-01T20:00,1.5,0.00,0,11.5,51,19.4,0
2023-03-01T21:00,0.7,0.00,0,10.7,50,18.4,0
2023-03-01T22:00,0.1,0.00,0,12.5,44,19.4,0
2023-03-01T23:00,-0.3,0.00,0,12.2,45,21.6,0
2023-03-02T00:00,-0.6,0.00,0,12.0,41,22.0,0
2023-03-02T01:00,-0.9,0.00,0,12.5,41,20.5,0
2023-03-02T02:00,-1.2,0.00,0,13.0,46,19.4,0
2023-03-02T03:00,-1.4,0.00,0,12.5,46,19.8,0
2023-03-02T04:00,-1.6,0.00,0,12.5,44,20.9,0
2023-03-02T05:00,-1.6,0.00,0,12.7,43,22.0,0
2023-03-02T06:00,-1.7,0.00,0,12.5,44,21.6,0
2023-03-02T07:00,-1.3,0.00,1,12.7,47,22.0,1
2023-03-02T08:00,-0.1,0.00,1,12.8,50,24.1,1
2023-03-02T09:00,1.5,0.00,4,14.0,55,29.2,1
2023-03-02T10:00,3.1,0.00,0,13.5,48,29.9,1
2023-03-02T11:00,4.6,0.00,0,14.1,40,31.3,1
2023-03-02T12:00,5.8,0.00,0,15.3,34,32.4,1
2023-03-02T13:00,6.8,0.00,0,16.1,34,32.8,1
2023-03-02T14:00,7.3,0.00,0,16.1,34,32.8,1
2023-03-02T15:00,7.4,0.00,0,15.8,35,32.0,1
2023-03-02T16:00,7.0,0.00,0,13.9,31,27.7,1
2023-03-02T17:00,5.8,0.00,0,11.9,25,22.0,1
2023-03-02T18:00,4.2,0.00,0,11.9,25,20.9,0
2023-03-02T19:00,4.1,0.00,0,13.2,29,23.4,0
2023-03-02T20:00,3.4,0.00,0,14.0,35,25.2,0
2023-03-02T21:00,2.8,0.00,0,13.3,38,23.4,0
2023-03-02T22:00,2.2,0.00,0,12.9,36,22.0,0
2023-03-02T23:00,1.7,0.00,0,12.3,32,21.2,0
2023-03-03T00:00,1.1,0.00,2,11.9,29,20.9,0
2023-03-03T01:00,0.7,0.00,3,12.4,30,20.9,0
2023-03-03T02:00,0.3,0.00,7,12.4,30,20.9,0
2023-03-03T03:00,-0.1,0.00,23,12.6,31,21.2,0
2023-03-03T04:00,0.0,0.00,82,12.9,30,23.4,0
2023-03-03T05:00,-0.2,0.00,89,14.1,32,24.5,0
2023-03-03T06:00,-0.4,0.00,86,14.5,35,27.4,0
2023-03-03T07:00,-0.0,0.00,90,15.0,35,28.8,1
2023-03-03T08:00,0.4,0.00,90,14.5,35,28.8,1
2023-03-03T09:00,1.2,0.00,90,14.9,37,30.2,1
2023-03-03T10:00,2.2,0.00,90,13.5,42,30.6,1
2023-03-03T11:00,3.4,0.00,90,13.5,44,30.2,1
2023-03-03T12:00,4.3,0.00,90,13.2,43,28.8,1
2023-03-03T13:00,5.4,0.00,90,12.3,38,28.1,1
2023-03-03T14:00,6.1,0.00,88,13.1,32,28.4,1
2023-03-03T15:00,6.3,0.00,74,13.8,28,29.2,1
2023-03-03T16:00,6.3,0.00,85,13.4,24,27.4,1
2023-03-03T17:00,5.8,0.00,58,10.7,20,18.7,1
2023-03-03T18:00,5.0,0.00,74,8.6,15,13.7,0
2023-03-03T19:00,4.5,0.00,82,8.4,7,15.1,0
2023-03-03T20:00,4.0,0.00,72,8.7,7,14.8,0
2023-03-03T21:00,3.8,0.00,69,8.8,12,15.1,0
2023-03-03T22:00,3.9,0.00,64,8.3,2,14.8,0
2023-03-03T23:00,3.7,0.00,61,7.6,360,11.9,0
2023-03-04T00:00,3.5,0.00,59,7.3,351,9.7,0
2023-03-04T01:00,3.4,0.00,68,7.5,343,9.7,0
2023-03-04T02:00,3.2,0.00,64,7.9,344,10.8,0
2023-03-04T03:00,3.1,0.00,66,8.0,342,11.9,0
2023-03-04T04:00,3.0,0.00,76,8.1,339,13.0,0
2023-03-04T05:00,3.1,0.00,77,8.6,338,14.0,0
2023-03-04T06:00,3.2,0.00,78,9.0,344,14.4,0
2023-03-04T07:00,3.8,0.00,83,8.2,345,15.1,1
2023-03-04T08:00,4.4,0.00,77,8.8,341,15.8,1
2023-03-04T09:00,5.2,0.00,74,8.3,342,17.6,1
2023-03-04T10:00,6.0,0.00,68,10.3,12,20.5,1
2023-03-04T11:00,6.9,0.00,89,11.5,4,27.0,1
2023-03-04T12:00,7.6,0.10,86,10.0,347,28.1,1
2023-03-04T13:00,7.9,0.10,90,11.4,336,28.8,1
2023-03-04T14:00,7.7,0.00,90,10.7,327,30.6,1
2023-03-04T15:00,7.6,0.10,87,14.4,338,31.3,1
2023-03-04T16:00,7.2,0.00,82,13.8,340,26.3,1
2023-03-04T17:00,6.6,0.00,71,11.2,339,23.0,1
2023-03-04T18:00,5.7,0.00,61,10.6,336,20.2,0
2023-03-04T19:00,5.3,0.00,68,10.2,337,18.7,0
2023-03-04T20:00,4.8,0.00,83,9.7,338,15.5,0
2023-03-04T21:00,4.6,0.00,81,8.1,339,14.0,0
2023-03-04T22:00,4.3,0.00,81,6.3,336,12.2,0
2023-03-04T23:00,4.3,0.00,87,6.3,336,10.8,0
2023-03-05T00:00,4.0,0.00,89,6.1,332,8.6,0
