latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.100006,3.699997,13.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),is_day ()
2023-01-01T00:00,15.8,0.00,86,36.9,218,68.0,0
2023-01-01T01:00,15.3,0.00,80,37.0,217,67.7,0
2023-01-01T02:00,14.7,0.00,70,35.5,220,64.1,0
2023-01-01T03:00,14.3,0.00,99,32.1,227,62.6,0
2023-01-01T04:00,13.8,0.00,70,27.5,226,61.2,0
2023-01-01T05:00,13.3,0.00,100,25.5,223,56.2,0
2023-01-01T06:00,12.8,0.00,100,25.5,220,51.1,0
2023-01-01T07:00,12.8,0.10,96,25.2,217,47.5,0
2023-01-01T08:00,12.7,0.00,100,25.5,222,47.2,1
2023-01-01T09:00,12.8,0.00,95,24.8,221,45.0,1
2023-01-01T10:00,12.9,0.00,71,21.0,218,43.6,1
2023-01-01T11:00,13.3,0.00,86,20.2,215,43.9,1
2023-01-01T12:00,13.6,0.00,100,17.9,208,47.2,1
2023-01-01T13:00,13.6,0.00,96,19.4,202,41.0,1
2023-01-01T14:00,13.2,0.10,100,19.8,205,33.8,1
2023-01-01T15:00,12.7,0.30,100,18.1,197,32.0,1
2023-01-01T16:00,12.0,0.80,100,17.7,184,27.0,0
2023-01-01T17:00,11.4,0.70,100,15.1,183,20.2,0
2023-01-01T18:00,11.1,0.70,100,16.0,171,18.7,0
2023-01-01T19:00,10.8,0.70,100,16.7,166,30.6,0
2023-01-01T20:00,11.0,0.10,100,18.4,179,32.8,0
2023-01-01T21:00,11.5,0.00,100,21.9,197,40.3,0
2023-01-01T22:00,12.1,0.20,100,23.5,209,43.9,0
2023-01-01T23:00,12.4,0.40,100,21.8,211,45.0,0
2023-01-02T00:00,12.6,0.60,93,22.7,205,45.4,0
2023-01-02T01:00,12.7,0.40,97,23.7,204,43.6,0
2023-01-02T02:00,12.6,0.20,100,24.0,208,48.2,0
2023-01-02T03:00,12.0,1.00,100,26.6,221,48.2,0
2023-01-02T04:00,11.5,0.60,100,25.6,244,46.4,0
2023-01-02T05:00,10.7,0.90,100,19.4,259,33.5,0
2023-01-02T06:00,10.2,0.80,100,16.1,254,26.6,0
2023-01-02T07:00,9.3,0.50,100,15.6,251,31.0,0
2023-01-02T08:00,9.0,0.20,92,13.8,242,27.4,1
2023-01-02T09:00,8.9,0.20,91,13.3,232,24.8,1
2023-01-02T10:00,9.1,0.10,90,11.6,234,26.3,1
2023-01-02T11:00,9.7,0.10,100,16.4,237,34.2,1
2023-01-02T12:00,9.6,0.30,100,14.3,231,40.3,1
2023-01-02T13:00,9.9,0.10,100,13.8,227,37.1,1
2023-01-02T14:00,9.5,0.30,59,17.5,238,37.8,1
2023-01-02T15:00,9.1,0.00,54,18.2,245,33.5,1
2023-01-02T16:00,8.5,0.00,44,15.3,246,28.4,0
2023-01-02T17:00,7.7,0.00,33,14.0,244,23.4,0
2023-01-02T18:00,7.0,0.00,30,13.0,242,21.6,0
2023-01-02T19:00,6.5,0.00,40,12.5,237,21.6,0
2023-01-02T20:00,6.4,0.00,49,12.3,232,21.2,0
2023-01-02T21:00,6.0,0.00,70,12.2,227,20.5,0
2023-01-02T22:00,5.7,0.00,30,12.8,232,20.5,0
2023-01-02T23:00,5.6,0.00,15,10.2,231,19.1,0
2023-01-03T00:00,5.3,0.00,8,7.4,219,16.2,0
2023-01-03T01:00,5.0,0.00,0,7.0,201,14.0,0
2023-01-03T02:00,4.5,0.00,8,7.6,177,15.5,0
2023-01-03T03:00,4.5,0.00,25,10.0,165,19.8,0
2023-01-03T04:00,4.8,0.30,35,11.9,166,25.2,0
2023-01-03T05:00,5.1,0.30,37,14.1,177,27.7,0
2023-01-03T06:00,5.2,0.00,20,15.5,192,28.8,0
2023-01-03T07:00,5.1,0.00,26,15.6,199,28.1,0
2023-01-03T08:00,5.2,0.00,23,16.0,203,29.2,1
2023-01-03T09:00,5.8,0.00,16,16.6,202,31.3,1
2023-01-03T10:00,6.7,0.00,30,16.9,196,32.0,1
2023-01-03T11:00,7.7,0.00,74,22.4,204,42.8,1
2023-01-03T12:00,8.4,0.00,82,23.0,205,42.8,1
2023-01-03T13:00,9.0,0.00,49,20.5,198,36.4,1
2023-01-03T14:00,9.4,0.00,63,22.0,195,39.2,1
2023-01-03T15:00,9.4,0.00,69,22.2,193,38.2,1
2023-01-03T16:00,9.1,0.00,73,24.0,193,39.6,0
2023-01-03T17:00,9.1,0.00,100,24.6,191,43.2,0
2023-01-03T18:00,9.1,0.40,77,25.5,193,45.4,0
2023-01-03T19:00,9.0,0.00,100,27.9,195,51.5,0
2023-01-03T20:00,9.4,0.10,100,29.7,194,55.4,0
2023-01-03T21:00,9.5,0.20,100,30.8,196,58.3,0
2023-01-03T22:00,9.7,0.50,100,32.7,201,70.6,0
2023-01-03T23:00,9.4,0.70,100,34.1,205,71.3,0
2023-01-04T00:00,9.5,0.80,100,33.7,209,62.6,0
2023-01-04T01:00,9.8,0.10,100,31.9,214,62.6,0
2023-01-04T02:00,10.2,0.00,100,30.0,218,60.1,0
2023-01-04T03:00,10.6,0.00,100,30.5,219,59.0,0
2023-01-04T04:00,11.0,0.00,100,30.7,219,58.0,0
2023-01-04T05:00,11.3,0.00,100,30.7,220,56.2,0
2023-01-04T06:00,11.3,0.10,100,30.3,224,68.0,0
2023-01-04T07:00,12.0,0.00,100,31.4,221,58.7,0
2023-01-04T08:00,12.2,0.00,100,32.6,221,61.6,1
2023-01-04T09:00,12.4,0.10,100,33.1,224,62.3,1
2023-01-04T10:00,12.6,0.10,100,30.0,225,61.6,1
2023-01-04T11:00,12.7,0.30,100,28.6,229,58.3,1
2023-01-04T12:00,12.8,0.40,100,28.5,233,73.8,1
2023-01-04T13:00,12.7,0.80,100,29.2,240,58.0,1
2023-01-04T14:00,12.5,0.30,100,28.8,244,58.0,1
2023-01-04T15:00,12.2,0.20,100,29.8,245,55.8,1
2023-01-04T16:00,11.8,0.00,100,29.8,247,52.2,0
2023-01-04T17:00,11.4,0.00,100,28.6,247,50.8,0
2023-01-04T18:00,11.1,0.00,100,28.1,251,50.0,0
2023-01-04T19:00,11.6,0.00,100,26.9,250,50.8,0
2023-01-04T20:00,11.7,0.00,94,26.3,248,49.3,0
2023-01-04T21:00,11.6,0.00,100,24.7,249,46.4,0
2023-01-04T22:00,11.5,0.00,93,22.1,254,45.0,0
2023-01-04T23:00,11.3,0.00,73,22.6,253,45.4,0
2023-01-05T00:00,11.1,0.00,100,22.3,252,45.7,0
2023-01-05T01:00,10.9,0.00,100,22.5,254,45.7,0
2023-01-05T02:00,10.9,0.00,100,22.3,260,45.4,0
2023-01-05T03:00,10.6,0.00,100,22.5,258,43.6,0
2023-01-05T04:00,10.5,0.00,99,22.1,258,41.8,0
2023-01-05T05:00,10.2,0.00,100,21.5,261,38.9,0
2023-01-05T06:00,10.1,0.00,100,20.6,265,36.4,0
2023-01-05T07:00,10.1,0.00,96,19.1,266,36.0,0
2023-01-05T08:00,9.9,0.00,100,17.5,261,32.8,1
2023-01-05T09:00,9.9,0.00,100,16.4,255,30.2,1
2023-01-05T10:00,10.4,0.00,100,12.4,244,24.8,1
2023-01-05T11:00,11.0,0.00,100,14.7,239,26.6,1
2023-01-05T12:00,11.6,0.00,100,16.1,241,34.9,1
2023-01-05T13:00,12.0,0.00,100,17.8,238,23.0,1
2023-01-05T14:00,12.2,0.10,100,14.5,224,26.6,1
2023-01-05T15:00,11.9,0.40,100,16.4,230,33.1,1
2023-01-05T16:00,11.5,0.00,100,17.2,237,34.6,0
2023-01-05T17:00,11.1,0.00,100,17.2,237,33.8,0
2023-01-05T18:00,10.7,0.00,92,16.9,230,33.8,0
2023-01-05T19:00,10.8,0.00,88,18.3,227,34.2,0
2023-01-05T20:00,10.8,0.00,100,18.6,223,35.3,0
2023-01-05T21:00,10.6,0.00,100,18.7,218,34.6,0
2023-01-05T22:00,10.7,0.00,100,18.8,216,35.6,0
2023-01-05T23:00,10.7,0.00,100,20.0,214,37.8,0
2023-01-06T00:00,10.8,0.00,100,21.4,213,40.3,0
2023-01-06T01:00,10.7,0.00,100,22.6,214,42.1,0
2023-01-06T02:00,10.5,0.00,100,23.0,212,43.2,0
2023-01-06T03:00,10.3,0.00,100,24.2,210,44.6,0
2023-01-06T04:00,10.3,0.00,100,25.5,213,46.8,0
2023-01-06T05:00,10.3,0.00,100,25.3,216,46.4,0
2023-01-06T06:00,10.4,0.00,100,24.9,217,47.5,0
2023-01-06T07:00,10.8,0.10,100,22.9,228,50.8,0
2023-01-06T08:00,10.5,0.20,100,20.6,237,39.6,1
2023-01-06T09:00,10.4,0.30,57,18.1,239,34.9,1
2023-01-06T10:00,10.6,0.00,50,14.6,237,32.4,1
2023-01-06T11:00,10.9,0.20,45,14.5,235,37.8,1
2023-01-06T12:00,11.4,0.00,41,17.5,238,37.8,1
2023-01-06T13:00,11.6,0.10,70,19.5,232,33.8,1
2023-01-06T14:00,11.6,0.00,100,16.1,222,35.6,1
2023-01-06T15:00,11.5,0.10,100,16.4,220,33.8,1
2023-01-06T16:00,11.1,0.10,100,15.3,210,28.1,0
2023-01-06T17:00,11.1,0.40,95,17.4,207,30.6,0
2023-01-06T18:00,10.8,0.10,100,18.2,210,32.8,0
2023-01-06T19:00,10.7,0.00,88,18.9,211,36.4,0
2023-01-06T20:00,10.8,0.10,100,19.7,208,37.1,0
2023-01-06T21:00,10.9,0.00,83,21.3,206,39.6,0
2023-01-06T22:00,10.8,0.00,78,22.4,206,40.0,0
2023-01-06T23:00,10.5,0.00,34,21.6,206,39.2,0
2023-01-07T00:00,10.2,0.00,49,20.9,201,38.2,0
2023-01-07T01:00,10.0,0.00,79,21.5,198,38.2,0
2023-01-07T02:00,9.7,0.00,77,21.6,195,38.5,0
2023-01-07T03:00,9.3,0.00,57,21.7,192,39.6,0
2023-01-07T04:00,9.0,0.00,47,21.5,190,41.0,0
2023-01-07T05:00,8.8,0.00,36,22.1,187,42.1,0
2023-01-07T06:00,8.7,0.00,29,22.7,184,42.1,0
2023-01-07T07:00,9.0,0.00,31,22.7,181,42.5,0
2023-01-07T08:00,8.8,0.00,31,23.4,182,43.9,1
2023-01-07T09:00,8.9,0.00,32,24.5,177,45.7,1
2023-01-07T10:00,9.5,0.00,30,24.5,176,48.2,1
2023-01-07T11:00,10.0,0.00,16,22.7,170,42.8,1
2023-01-07T12:00,10.3,0.00,14,24.9,170,49.0,1
2023-01-07T13:00,10.6,0.00,97,23.7,171,49.3,1
2023-01-07T14:00,10.5,0.00,100,28.9,184,52.6,1
2023-01-07T15:00,10.5,0.00,100,27.3,188,52.2,1
2023-01-07T16:00,10.6,0.00,100,26.9,192,51.1,0
2023-01-07T17:00,10.8,0.00,74,26.4,191,51.1,0
2023-01-07T18:00,11.0,0.00,55,28.0,193,52.2,0
2023-01-07T19:00,10.4,0.00,52,29.5,196,55.1,0
2023-01-07T20:00,10.4,0.00,68,29.6,198,55.4,0
2023-01-07T21:00,10.3,0.00,79,28.1,203,52.9,0
2023-01-07T22:00,9.9,0.10,100,27.8,211,47.9,0
2023-01-07T23:00,9.4,0.20,100,23.2,213,48.2,0
2023-01-08T00:00,9.0,0.10,73,19.2,206,37.1,0
2023-01-08T01:00,8.8,0.00,77,19.2,206,34.6,0
2023-01-08T02:00,8.5,0.00,100,17.4,204,34.2,0
2023-01-08T03:00,8.3,0.00,95,19.8,207,35.3,0
2023-01-08T04:00,8.0,0.00,53,20.1,209,36.7,0
2023-01-08T05:00,7.8,0.00,7,18.4,203,37.8,0
2023-01-08T06:00,7.5,0.00,4,18.2,198,38.9,0
2023-01-08T07:00,7.4,0.00,9,18.8,197,34.6,0
2023-01-08T08:00,7.2,0.00,32,20.8,198,37.4,1
2023-01-08T09:00,7.6,0.00,29,20.8,198,38.9,1
2023-01-08T10:00,8.3,0.00,15,19.1,200,35.3,1
2023-01-08T11:00,9.0,0.00,4,18.6,195,46.4,1
2023-01-08T12:00,9.5,0.00,4,21.4,197,49.0,1
2023-01-08T13:00,9.9,0.00,8,22.2,193,55.4,1
2023-01-08T14:00,10.1,0.00,28,23.3,189,48.6,1
2023-01-08T15:00,9.8,0.00,41,23.6,187,43.9,1
2023-01-08T16:00,9.3,0.00,48,22.5,186,45.4,0
2023-01-08T17:00,9.0,0.00,42,22.9,188,44.3,0
2023-01-08T18:00,8.8,0.00,100,23.0,189,43.9,0
2023-01-08T19:00,8.7,0.40,100,23.6,192,43.2,0
2023-01-08T20:00,8.4,0.70,100,23.7,202,43.2,0
2023-01-08T21:00,7.9,1.20,100,23.6,218,46.1,0
2023-01-08T22:00,7.6,0.50,54,17.8,238,37.8,0
2023-01-08T23:00,7.0,0.00,37,17.1,222,35.3,0
2023-01-09T00:00,6.4,0.00,10,17.6,208,36.0,0
2023-01-09T01:00,6.2,0.00,49,19.1,196,38.2,0
2023-01-09T02:00,6.2,0.00,70,22.0,198,42.1,0
2023-01-09T03:00,6.6,0.00,100,22.8,198,47.2,0
2023-01-09T04:00,7.0,0.00,100,24.3,204,50.0,0
2023-01-09T05:00,7.1,0.00,100,24.9,219,50.0,0
2023-01-09T06:00,6.9,0.10,100,25.8,234,51.5,0
2023-01-09T07:00,7.0,0.00,100,24.7,239,45.0,0
2023-01-09T08:00,7.0,0.00,100,22.7,243,41.8,1
2023-01-09T09:00,6.9,0.00,88,20.5,242,38.5,1
2023-01-09T10:00,7.0,0.00,50,17.6,239,37.1,1
2023-01-09T11:00,7.7,0.00,66,20.4,244,40.7,1
2023-01-09T12:00,8.1,0.10,69,20.6,251,43.2,1
2023-01-09T13:00,8.1,0.10,58,20.6,254,42.1,1
2023-01-09T14:00,7.7,0.10,63,19.8,260,38.9,1
2023-01-09T15:00,7.4,0.10,59,20.2,270,37.1,1
2023-01-09T16:00,6.9,0.50,51,19.3,279,40.3,0
2023-01-09T17:00,6.7,0.10,48,18.6,279,38.5,0
2023-01-09T18:00,6.6,0.30,31,18.8,275,35.6,0
2023-01-09T19:00,6.3,0.00,32,19.1,274,34.9,0
2023-01-09T20:00,6.2,0.00,23,18.0,271,32.4,0
2023-01-09T21:00,6.0,0.00,16,15.9,265,28.4,0
2023-01-09T22:00,5.7,0.00,17,15.7,250,31.3,0
2023-01-09T23:00,5.6,0.00,21,18.3,250,36.0,0
2023-01-10T00:00,5.3,0.00,20,19.0,251,34.9,0
2023-01-10T01:00,5.1,0.00,20,18.3,250,34.9,0
2023-01-10T02:00,5.0,0.00,13,17.3,249,32.8,0
2023-01-10T03:00,4.8,0.00,17,16.6,246,29.5,0
2023-01-10T04:00,4.6,0.00,0,15.4,233,27.7,0
2023-01-10T05:00,4.4,0.00,1,16.8,228,27.4,0
2023-01-10T06:00,4.2,0.00,1,15.6,220,27.4,0
2023-01-10T07:00,3.8,0.00,31,15.9,213,27.7,0
2023-01-10T08:00,3.8,0.00,48,16.7,205,29.9,1
2023-01-10T09:00,4.6,0.00,91,18.7,203,34.6,1
2023-01-10T10:00,5.6,0.00,89,19.8,196,37.1,1
2023-01-10T11:00,6.4,0.10,90,19.7,189,36.0,1
2023-01-10T12:00,6.9,0.40,93,22.6,188,47.5,1
2023-01-10T13:00,6.8,0.90,100,27.1,185,51.5,1
2023-01-10T14:00,7.0,0.70,100,29.7,186,58.0,1
2023-01-10T15:00,7.3,0.60,100,31.2,191,59.8,1
2023-01-10T16:00,7.7,0.10,100,31.0,198,59.4,0
2023-01-10T17:00,8.2,0.00,100,29.7,203,56.9,0
2023-01-10T18:00,8.8,0.00,100,29.1,206,54.7,0
2023-01-10T19:00,9.9,0.00,100,29.3,208,54.4,0
2023-01-10T20:00,10.7,0.00,100,30.1,209,55.8,0
2023-01-10T21:00,11.2,0.00,100,30.5,210,56.5,0
2023-01-10T22:00,11.6,0.00,100,31.2,211,56.9,0
2023-01-10T23:00,11.9,0.00,100,31.3,213,58.0,0
2023-01-11T00:00,12.2,0.00,100,31.1,217,58.0,0
2023-01-11T01:00,12.2,0.50,100,29.6,220,56.9,0
2023-01-11T02:00,11.8,0.50,100,25.7,222,51.8,0
2023-01-11T03:00,11.6,0.40,100,25.4,232,47.9,0
2023-01-11T04:00,11.0,0.30,100,23.3,250,43.9,0
2023-01-11T05:00,10.2,0.10,83,20.8,260,42.1,0
2023-01-11T06:00,9.4,0.00,91,18.8,258,35.6,0
2023-01-11T07:00,8.9,0.00,38,17.9,255,32.8,0
2023-01-11T08:00,8.3,0.00,4,18.1,253,33.5,1
2023-01-11T09:00,8.2,0.00,2,18.2,245,33.8,1
2023-01-11T10:00,8.8,0.00,6,17.5,238,36.4,1
2023-01-11T11:00,9.5,0.00,12,18.2,231,37.1,1
2023-01-11T12:00,10.0,0.00,21,22.6,233,46.8,1
2023-01-11T13:00,10.2,0.00,21,24.6,235,49.7,1
2023-01-11T14:00,9.8,0.00,27,26.9,238,48.6,1
2023-01-11T15:00,9.5,0.00,33,25.6,231,46.8,1
2023-01-11T16:00,9.0,0.00,42,26.5,226,49.0,1
2023-01-11T17:00,8.9,0.00,100,27.5,226,52.6,0
2023-01-11T18:00,8.7,0.60,100,29.0,225,56.2,0
2023-01-11T19:00,8.9,0.50,100,30.8,223,56.9,0
2023-01-11T20:00,8.3,1.70,100,33.4,223,60.5,0
2023-01-11T21:00,8.5,0.40,100,31.1,227,58.3,0
2023-01-11T22:00,8.8,0.10,100,28.3,233,56.2,0
2023-01-11T23:00,9.0,0.10,100,28.1,229,56.5,0
2023-01-12T00:00,9.1,0.20,100,30.1,228,54.7,0
2023-01-12T01:00,9.0,0.70,100,30.5,225,53.3,0
2023-01-12T02:00,9.1,0.80,100,32.8,219,58.7,0
2023-01-12T03:00,9.2,1.20,100,35.5,215,64.1,0
2023-01-12T04:00,9.3,1.80,100,39.2,218,72.4,0
2023-01-12T05:00,9.4,1.80,100,39.2,224,73.8,0
2023-01-12T06:00,9.9,1.50,100,38.5,229,69.1,0
2023-01-12T07:00,10.5,0.20,100,37.5,233,69.8,0
2023-01-12T08:00,10.8,0.20,100,35.5,233,65.9,1
2023-01-12T09:00,10.7,0.60,100,33.8,232,63.0,1
2023-01-12T10:00,10.7,1.10,100,30.4,230,60.1,1
2023-01-12T11:00,10.7,1.20,100,29.8,226,61.6,1
2023-01-12T12:00,10.8,1.20,100,31.3,223,62.3,1
2023-01-12T13:00,10.7,1.00,100,32.4,222,62.3,1
2023-01-12T14:00,10.6,1.00,100,32.4,222,60.5,1
2023-01-12T15:00,10.5,0.80,100,32.4,223,60.1,1
2023-01-12T16:00,10.5,1.00,100,31.3,225,59.4,1
2023-01-12T17:00,10.4,1.20,100,30.3,224,57.6,0
2023-01-12T18:00,10.4,1.00,100,30.1,223,55.8,0
2023-01-12T19:00,10.4,0.70,100,28.8,223,54.0,0
2023-01-12T20:00,10.4,0.50,100,29.4,230,54.7,0
2023-01-12T21:00,10.4,0.10,73,28.9,237,55.1,0
2023-01-12T22:00,10.0,0.10,40,26.9,242,52.2,0
2023-01-12T23:00,9.1,0.00,16,24.7,239,48.2,0
2023-01-13T00:00,8.5,0.00,26,23.4,233,47.2,0
2023-01-13T01:00,8.2,0.00,65,24.5,230,49.7,0
2023-01-13T02:00,8.1,0.00,56,27.3,229,52.6,0
2023-01-13T03:00,8.0,0.00,66,27.9,231,54.0,0
2023-01-13T04:00,8.0,0.00,15,28.0,238,54.0,0
2023-01-13T05:00,8.0,0.00,20,28.7,243,53.6,0
2023-01-13T06:00,7.9,0.00,22,28.7,242,53.6,0
2023-01-13T07:00,7.8,0.00,8,28.7,237,53.6,0
2023-01-13T08:00,7.7,0.00,15,29.2,237,53.6,1
2023-01-13T09:00,8.0,0.00,22,29.2,241,54.0,1
2023-01-13T10:00,8.5,0.00,46,27.8,251,55.4,1
2023-01-13T11:00,8.8,0.10,74,29.4,258,54.4,1
2023-01-13T12:00,9.1,0.00,51,29.4,258,63.7,1
2023-01-13T13:00,9.5,0.00,47,30.3,260,60.5,1
2023-01-13T14:00,9.6,0.00,50,30.1,263,56.2,1
2023-01-13T15:00,9.2,0.00,52,27.3,262,51.1,1
2023-01-13T16:00,8.8,0.00,32,24.5,256,49.0,1
2023-01-13T17:00,8.5,0.00,17,24.0,253,47.2,0
2023-01-13T18:00,8.3,0.00,17,24.6,252,45.4,0
2023-01-13T19:00,8.1,0.00,27,23.7,250,44.3,0
2023-01-13T20:00,8.0,0.00,28,23.1,252,43.2,0
2023-01-13T21:00,7.6,0.00,65,20.9,251,38.2,0
2023-01-13T22:00,7.1,0.00,30,19.2,244,33.5,0
2023-01-13T23:00,6.6,0.00,17,17.9,240,31.0,0
2023-01-14T00:00,6.0,0.00,19,16.5,226,29.2,0
2023-01-14T01:00,5.7,0.00,74,16.4,213,33.1,0
2023-01-14T02:00,6.4,0.00,100,17.4,207,35.6,0
2023-01-14T03:00,7.0,0.00,100,18.8,200,35.3,0
2023-01-14T04:00,7.3,0.20,99,19.8,192,34.9,0
2023-01-14T05:00,7.0,0.90,100,21.6,191,38.9,0
2023-01-14T06:00,7.0,1.40,100,23.4,191,41.4,0
2023-01-14T07:00,7.7,1.10,100,26.9,192,51.5,0
2023-01-14T08:00,8.8,1.10,100,32.3,199,60.8,1
2023-01-14T09:00,9.2,0.90,100,34.8,198,65.9,1
2023-01-14T10:00,9.4,0.80,100,36.0,200,69.5,1
2023-01-14T11:00,10.0,0.60,100,35.4,208,70.6,1
2023-01-14T12:00,10.6,0.30,100,35.3,210,69.1,1
2023-01-14T13:00,10.9,0.60,100,35.3,212,69.1,1
2023-01-14T14:00,11.2,0.30,100,34.4,214,66.6,1
2023-01-14T15:00,11.5,0.40,100,33.5,216,64.4,1
2023-01-14T16:00,11.6,1.00,100,32.1,223,60.5,1
2023-01-14T17:00,11.4,0.60,100,31.3,237,68.4,0
2023-01-14T18:00,10.4,0.10,100,28.3,252,54.4,0
2023-01-14T19:00,10.1,0.00,100,24.6,252,45.4,0
2023-01-14T20:00,9.3,0.00,100,22.8,252,42.5,0
2023-01-14T21:00,8.7,0.10,100,23.8,252,41.8,0
2023-01-14T22:00,8.1,0.10,95,23.5,247,40.3,0
2023-01-14T23:00,7.6,0.00,91,22.4,244,41.0,0
2023-01-15T00:00,7.2,0.00,92,21.9,245,41.0,0
2023-01-15T01:00,7.0,0.00,98,22.3,247,41.4,0
2023-01-15T02:00,6.8,0.00,39,21.4,243,41.8,0
2023-01-15T03:00,6.6,0.00,82,23.6,239,43.6,0
2023-01-15T04:00,6.3,0.00,59,24.9,236,45.4,0
2023-01-15T05:00,6.1,0.00,55,25.9,235,47.9,0
2023-01-15T06:00,5.9,0.00,62,26.8,237,51.1,0
2023-01-15T07:00,6.0,0.00,22,27.2,238,51.5,0
2023-01-15T08:00,5.8,0.00,24,28.4,232,53.3,1
2023-01-15T09:00,5.9,0.00,44,31.6,228,59.8,1
2023-01-15T10:00,6.1,0.00,75,27.5,227,49.3,1
2023-01-15T11:00,6.6,0.00,86,32.1,237,54.0,1
2023-01-15T12:00,7.1,0.00,55,33.6,232,65.9,1
2023-01-15T13:00,7.4,0.00,72,33.2,233,63.4,1
2023-01-15T14:00,7.2,0.00,86,28.2,231,53.6,1
2023-01-15T15:00,6.9,0.00,93,28.7,232,56.5,1
2023-01-15T16:00,6.3,0.00,100,26.8,229,50.0,1
2023-01-15T17:00,5.8,0.00,100,24.7,224,45.0,0
2023-01-15T18:00,5.4,0.00,100,23.6,218,42.8,0
2023-01-15T19:00,5.5,0.20,83,22.9,213,43.6,0
2023-01-15T20:00,5.2,0.10,94,22.3,218,42.1,0
2023-01-15T21:00,5.1,0.00,45,20.6,223,40.7,0
2023-01-15T22:00,4.9,0.00,26,20.4,225,38.9,0
2023-01-15T23:00,4.7,0.00,14,18.9,215,36.4,0
2023-01-16T00:00,4.3,0.00,28,17.2,200,33.5,0
2023-01-16T01:00,4.2,0.00,52,16.6,180,31.7,0
2023-01-16T02:00,4.2,0.00,91,19.7,172,34.2,0
2023-01-16T03:00,4.4,0.20,92,18.7,155,36.4,0
2023-01-16T04:00,4.3,1.00,100,21.8,141,42.1,0
2023-01-16T05:00,3.8,3.00,100,27.5,138,48.6,0
2023-01-16T06:00,3.6,2.10,100,31.4,146,49.3,0
2023-01-16T07:00,4.1,1.40,100,28.7,160,52.6,0
2023-01-16T08:00,4.4,0.60,100,25.3,175,46.4,1
2023-01-16T09:00,5.1,0.20,92,23.9,186,42.8,1
2023-01-16T10:00,5.6,0.10,55,16.6,178,37.1,1
2023-01-16T11:00,6.0,0.10,100,16.2,176,31.7,1
2023-01-16T12:00,6.1,0.10,94,15.3,188,31.0,1
2023-01-16T13:00,6.1,0.20,100,14.8,241,27.7,1
2023-01-16T14:00,5.6,0.30,100,15.6,277,32.0,1
2023-01-16T15:00,4.7,0.70,100,24.4,301,53.3,1
2023-01-16T16:00,4.2,0.80,100,32.1,311,54.4,1
2023-01-16T17:00,4.2,0.40,100,27.5,304,50.8,0
2023-01-16T18:00,4.2,0.20,37,27.1,295,49.0,0
2023-01-16T19:00,4.0,0.10,63,24.5,287,45.4,0
2023-01-16T20:00,3.6,0.20,68,24.3,285,45.4,0
2023-01-16T21:00,3.1,0.20,64,22.5,290,43.2,0
2023-01-16T22:00,2.8,0.20,66,18.9,283,36.7,0
2023-01-16T23:00,2.4,0.30,31,14.9,278,32.0,0
2023-01-17T00:00,2.0,0.10,20,12.2,270,26.6,0
2023-01-17T01:00,1.6,0.00,18,10.9,253,23.4,0
2023-01-17T02:00,1.0,0.00,35,11.7,236,22.0,0
2023-01-17T03:00,0.3,0.00,61,11.7,227,20.5,0
2023-01-17T04:00,-0.4,0.00,76,10.5,218,18.7,0
2023-01-17T05:00,-0.9,0.00,60,9.8,216,18.0,0
2023-01-17T06:00,-1.6,0.00,30,7.9,219,15.5,0
2023-01-17T07:00,-2.0,0.00,27,5.2,205,9.0,0
2023-01-17T08:00,-2.6,0.00,68,5.5,191,9.4,1
2023-01-17T09:00,-1.9,0.00,62,7.8,193,14.4,1
2023-01-17T10:00,0.1,0.00,31,6.6,209,14.4,1
2023-01-17T11:00,1.5,0.00,33,5.0,210,13.0,1
2023-01-17T12:00,2.3,0.00,30,3.8,197,10.4,1
2023-01-17T13:00,2.7,0.00,31,1.1,252,8.6,1
2023-01-17T14:00,2.8,0.00,32,3.6,354,8.6,1
2023-01-17T15:00,2.7,0.00,34,4.7,356,5.0,1
2023-01-17T16:00,2.4,0.00,30,6.9,354,4.7,1
2023-01-17T17:00,2.0,0.00,52,0.7,180,4.0,0
2023-01-17T18:00,1.7,0.00,73,3.4,198,1.8,0
2023-01-17T19:00,1.0,0.00,79,2.9,277,4.7,0
2023-01-17T20:00,-1.3,0.00,81,6.5,304,10.8,0
2023-01-17T21:00,-1.6,0.00,87,6.8,302,11.2,0
2023-01-17T22:00,-1.6,0.00,79,7.0,282,10.1,0
2023-01-17T23:00,-1.5,0.00,73,6.5,270,10.1,0
2023-01-18T00:00,-1.9,0.00,66,6.5,264,10.4,0
2023-01-18T01:00,-2.4,0.00,68,7.6,265,10.8,0
2023-01-18T02:00,-2.4,0.00,74,8.7,265,12.6,0
2023-01-18T03:00,-2.1,0.00,32,9.5,261,14.8,0
2023-01-18T04:00,-1.4,0.00,27,9.8,253,17.6,0
2023-01-18T05:00,-1.2,0.00,9,10.5,243,19.4,0
2023-01-18T06:00,-0.7,0.00,17,11.6,234,20.9,0
2023-01-18T07:00,-0.8,0.00,20,12.0,229,21.2,0
2023-01-18T08:00,-1.0,0.00,3,13.0,226,22.7,1
2023-01-18T09:00,-0.4,0.00,0,14.0,224,25.2,1
2023-01-18T10:00,0.8,0.00,0,14.6,220,27.0,1
